,coefficient
smoker_No,-0.765664081690113
sex_Male,-0.7489827950445569
day_Fri,-0.6608812431027931
time_Dinner,-0.6578778108725938
time_Lunch,-0.5617760660796781
day_Sat,-0.5120908113096547
day_Thur,-0.5039969982800896
sex_Female,-0.4706710819077165
day_Sun,0.4573151757402642
smoker_Yes,-0.4539897952621595
size,0.2897251804691474
total_bill,0.11246899905770072
